Client_ID,Total_Tradelines_6m_In,Total_Tradelines_1y_In,Total_Tradelines_2y_In,Max_Trade_3m_Out
121550,9.0,9,11,5847
103566,15.0,19,33,1566
104803,13.0,13,13,9850
123487,17.0,17,17,4488
121226,14.0,15,23,13060
109588,1.0,26,31,8618
123868,3.0,10,35,4073
114740,13.0,29,29,5788
104777,4.0,23,23,19092
110877,8.0,11,37,5375
122884,12.0,15,15,18442
105035,16.0,16,28,9109
116897,13.0,14,29,16606
120467,9.0,12,23,2142
122709,1.0,15,18,9848
110401,0.0,18,29,4232
101982,15.0,27,27,9728
100544,3.0,24,30,1147
101397,15.0,15,34,1626
116236,4.0,6,18,13236
110014,12.0,23,23,11393
106589,,12,39,5472
117937,17.0,23,23,12072
101510,6.0,29,39,16878
115043,8.0,17,25,15839
106160,5.0,11,15,19783
107000,10.0,18,18,19718
116017,9.0,16,33,12848
110619,0.0,7,27,16651
113813,3.0,7,32,19303
114515,10.0,10,36,5541
122806,18.0,18,35,1276
102363,14.0,14,33,17905
123925,3.0,11,11,6776
114096,12.0,22,27,7151
121037,4.0,22,27,13917
117222,19.0,19,33,1663
109116,1.0,15,21,1456
121699,7.0,7,15,17257
110997,4.0,17,24,8499
109851,15.0,15,19,11862
112647,10.0,24,25,10798
107581,6.0,18,18,15337
113687,19.0,28,29,4872
115455,17.0,17,37,6665
121514,5.0,19,35,16277
115543,16.0,16,25,3273
112767,15.0,25,27,12396
104958,18.0,18,34,2030
105234,5.0,24,31,16232
104310,6.0,12,20,18388
114170,13.0,14,29,13289
120386,7.0,16,17,14034
107406,2.0,24,33,19556
122977,8.0,8,31,10057
120234,0.0,10,18,15224
100949,3.0,22,34,17517
104954,15.0,20,20,6766
107937,16.0,16,34,18093
115318,0.0,15,15,17559
123384,12.0,22,29,2536
103162,12.0,22,34,7700
114647,0.0,13,36,19561
119668,3.0,25,38,14812
114393,0.0,25,25,3065
103622,16.0,16,25,13533
104760,12.0,26,26,8292
106210,16.0,25,25,8784
116391,3.0,17,31,4801
116883,7.0,23,27,5153
109596,15.0,16,32,12463
114232,10.0,13,18,2882
115033,2.0,16,26,13481
104244,12.0,12,39,5593
110081,9.0,9,36,7299
101873,4.0,7,14,16523
101399,18.0,18,24,1999
109149,8.0,9,36,11069
108798,10.0,10,33,4057
109084,3.0,12,19,4800
112617,12.0,14,29,10191
121160,13.0,13,15,3843
124218,10.0,23,23,6319
123788,4.0,17,38,13551
115330,8.0,12,34,14721
119595,2.0,14,28,2408
113836,1.0,26,26,14848
115002,17.0,17,38,16811
119004,1.0,24,24,16956
104515,18.0,18,28,17676
113986,13.0,14,22,11707
124364,2.0,9,32,8644
104005,6.0,25,25,6823
107644,10.0,17,30,1124
109328,2.0,15,15,12265
101623,6.0,9,27,1407
105401,4.0,21,27,17741
101185,14.0,18,21,7169
124279,17.0,17,32,17607
120992,13.0,13,38,2722
110803,15.0,26,26,8601
116451,9.0,23,23,9021
116575,15.0,15,15,10410
122803,9.0,10,31,4792
116243,15.0,19,35,10734
102273,11.0,20,24,12479
120653,1.0,5,19,16458
104313,0.0,20,28,18245
116546,8.0,27,38,7893
124799,8.0,9,14,1749
121144,8.0,16,16,9668
111129,1.0,20,20,1971
103653,3.0,21,39,14783
124912,3.0,22,22,1679
114071,11.0,11,26,5037
112867,0.0,7,27,6308
106859,5.0,28,28,13109
109114,9.0,20,24,13993
101332,12.0,26,26,12110
108886,15.0,28,28,9755
117626,12.0,29,32,10701
123275,17.0,17,19,10304
105240,13.0,13,35,15721
112802,14.0,14,24,18542
118116,6.0,21,21,18180
109540,5.0,17,25,12148
114265,9.0,17,17,15786
115474,18.0,18,30,16955
118720,15.0,27,27,5593
123905,10.0,10,34,17104
119289,18.0,24,39,19854
110891,19.0,20,20,9080
112403,10.0,25,25,3112
121948,12.0,29,29,5290
106291,10.0,18,30,8367
112583,3.0,19,22,3128
120736,14.0,14,16,7471
114080,13.0,27,35,15009
102187,2.0,10,26,5404
109932,11.0,20,20,9497
111999,0.0,22,25,6761
122055,19.0,23,37,19349
113716,6.0,9,18,8551
108851,2.0,24,36,2568
104381,3.0,29,29,18260
102071,0.0,29,29,5082
110855,1.0,17,17,9170
124134,9.0,27,27,8631
110614,15.0,29,29,3132
105558,19.0,28,28,9389
113152,11.0,13,35,16187
114290,11.0,17,38,12043
108866,,12,23,5413
120022,10.0,22,39,14071
111198,16.0,16,23,8404
104600,8.0,20,39,17138
123534,6.0,10,29,4740
106503,2.0,11,25,4553
124161,12.0,27,27,11052
116579,13.0,29,29,1255
114470,4.0,6,34,5514
124882,10.0,28,28,6646
121563,18.0,29,29,4095
100010,15.0,22,23,8729
106214,12.0,29,29,18391
123835,17.0,22,22,4264
109523,14.0,19,28,8347
121169,19.0,29,29,11716
101124,3.0,14,36,16763
111715,1.0,26,32,8782
113485,17.0,20,25,11020
101844,15.0,15,15,5166
117459,9.0,16,34,3725
121029,,15,36,6831
122511,6.0,26,27,16034
122247,17.0,17,25,6579
102310,15.0,22,22,18067
107201,4.0,19,38,2325
108526,7.0,28,28,1356
124306,8.0,8,27,19458
122929,14.0,14,34,4824
118977,11.0,19,35,5634
114236,15.0,16,16,8774
121457,6.0,16,35,1866
117436,18.0,18,27,11587
124448,1.0,19,37,10980
106824,11.0,18,33,1469
108696,10.0,10,12,16004
121595,18.0,18,33,1558
101324,1.0,21,21,1189
118844,10.0,11,32,7056
114879,19.0,19,19,18934
113442,18.0,21,21,16750
107164,14.0,17,17,7461
112270,17.0,26,26,1315
103212,14.0,17,22,9060
101422,8.0,8,39,4165
118031,6.0,6,15,1111
111733,12.0,27,27,16332
118739,0.0,13,30,16074
105339,1.0,18,18,8233
105526,15.0,23,23,14999
117445,4.0,17,30,8955
105953,7.0,20,20,15359
117412,16.0,18,18,13435
124669,13.0,14,32,7178
106908,2.0,19,33,18532
102039,17.0,17,17,9743
115869,1.0,5,18,8046
121758,19.0,19,19,14708
109921,0.0,10,14,17171
100366,15.0,19,20,3578
103276,6.0,13,24,6564
111230,6.0,12,36,13308
107753,9.0,25,37,1150
110561,1.0,27,27,15197
109994,7.0,14,22,12211
119368,14.0,18,38,11997
101820,2.0,19,19,7187
107280,15.0,15,17,16283
105802,4.0,9,36,17438
102204,17.0,17,22,17219
122738,0.0,23,23,8473
106905,7.0,26,27,18747
119011,17.0,17,17,4037
105826,9.0,9,27,12299
106609,11.0,29,29,6026
105532,14.0,14,19,8834
119206,6.0,21,24,4498
121161,3.0,17,17,14726
117049,8.0,15,24,9620
102437,13.0,20,27,13170
123185,5.0,21,36,10353
116618,5.0,10,26,7661
122566,0.0,15,21,2053
108498,9.0,9,26,17217
124639,13.0,13,19,9690
115548,10.0,22,39,8827
107434,17.0,17,35,15391
119585,6.0,16,38,2234
110002,13.0,22,22,7113
103630,14.0,14,14,2579
116276,19.0,29,29,9173
120088,7.0,7,15,15660
112481,15.0,15,15,1585
108775,18.0,25,25,2077
124966,13.0,26,26,9311
124552,0.0,29,29,3367
122820,2.0,14,14,17518
123563,0.0,12,12,11354
109549,17.0,17,19,19044
105580,9.0,17,29,18120
108849,5.0,26,31,14079
115165,1.0,18,18,14216
109895,2.0,14,25,5911
111770,7.0,28,28,13558
115927,11.0,29,38,16086
119685,5.0,21,25,13540
122640,9.0,21,21,7747
110000,2.0,12,37,10371
100626,18.0,18,37,3880
108233,8.0,9,36,10581
107321,14.0,14,34,18758
114449,18.0,20,20,15505
108304,11.0,11,27,17828
110697,5.0,18,34,6234
118660,9.0,9,13,6224
123647,11.0,15,35,19113
119998,0.0,23,30,4577
106705,2.0,26,26,13810
121425,14.0,14,29,7914
102551,6.0,14,33,5837
124010,12.0,25,36,16401
100858,6.0,20,35,6169
123373,9.0,26,26,3827
101088,13.0,28,28,14798
119101,5.0,13,36,8192
123184,9.0,9,34,11892
112575,6.0,26,26,1975
117058,17.0,28,29,6720
105376,8.0,9,12,1913
121765,6.0,23,26,5092
121289,18.0,18,27,19501
124960,14.0,29,36,19404
117728,6.0,17,23,19219
116641,12.0,15,15,8368
113425,10.0,19,22,18200
110945,15.0,22,22,8824
105008,16.0,16,32,5956
124689,18.0,25,27,10605
104857,19.0,19,19,11767
118995,14.0,16,16,4107
106717,8.0,24,39,18201
104188,19.0,19,26,17463
120550,5.0,24,26,8549
101374,15.0,18,34,10677
100857,16.0,16,21,12269
108095,12.0,17,17,18313
118765,11.0,13,39,18105
117147,15.0,16,36,6439
100163,10.0,17,17,6257
121807,18.0,18,36,17106
115212,16.0,16,19,15767
124853,17.0,17,26,2047
121917,11.0,18,36,12233
111591,10.0,19,32,9133
115217,9.0,29,29,15205
113665,15.0,27,27,12742
115034,19.0,19,19,4370
119510,0.0,20,20,17089
105602,1.0,17,17,19142
110456,5.0,29,39,2445
100601,6.0,21,21,18635
119901,10.0,27,27,1444
102532,16.0,16,16,5602
123130,9.0,11,17,12078
108366,10.0,26,26,4160
106085,6.0,27,27,4354
112672,11.0,22,33,2367
102032,16.0,16,24,11493
107236,17.0,26,36,9739
123388,17.0,17,17,1367
108164,11.0,23,35,11503
113482,18.0,29,29,7549
114768,11.0,11,13,7825
103498,18.0,18,23,2160
122794,3.0,12,38,6091
113156,15.0,15,24,19489
117196,12.0,26,26,16340
108466,,16,25,18496
109957,4.0,23,28,2898
104087,19.0,25,25,9930
108541,3.0,11,35,14423
115026,2.0,24,26,14865
119091,10.0,12,14,13722
110679,1.0,23,30,12027
101640,8.0,23,23,10180
105411,16.0,16,16,15861
107826,7.0,29,29,4458
115509,0.0,5,21,9128
108933,10.0,24,24,4113
112253,19.0,25,25,8725
112419,3.0,24,26,8626
106477,10.0,11,11,14115
100683,4.0,16,19,1774
118338,16.0,16,16,4637
124177,10.0,11,37,5349
118222,16.0,16,23,9595
109408,15.0,15,26,16112
101045,18.0,18,18,17900
115856,1.0,24,24,10033
108297,19.0,19,19,4915
104210,12.0,15,21,11055
110205,6.0,10,11,12055
116653,6.0,18,18,17265
112215,19.0,25,25,7965
108142,0.0,19,21,16288
101244,13.0,13,27,1463
120093,19.0,19,39,19621
119393,4.0,18,31,9592
108191,10.0,14,24,18685
111504,6.0,24,24,9082
101897,9.0,20,20,13009
119692,7.0,27,27,14916
114597,10.0,10,31,5966
107574,2.0,18,18,17542
124035,9.0,13,27,15670
117096,,12,26,8795
107464,10.0,28,28,5485
104979,16.0,29,29,12897
112421,19.0,25,25,9698
111518,5.0,19,19,8813
119302,14.0,16,38,19356
108441,19.0,24,24,13631
103509,13.0,13,13,7046
117574,1.0,28,28,13480
106399,3.0,18,21,12263
107822,16.0,24,24,3897
115853,1.0,10,19,11969
106899,18.0,18,18,19817
105768,18.0,18,31,19295
107809,19.0,23,23,11607
116109,7.0,25,39,3164
117079,10.0,24,30,5931
123191,14.0,29,30,2882
124748,18.0,26,26,14287
120185,1.0,29,37,14996
113825,5.0,20,33,9511
112712,16.0,19,39,11619
112646,13.0,23,23,6825
112381,8.0,23,39,9269
119693,11.0,23,32,12500
116939,0.0,5,27,5643
124180,18.0,20,20,19514
103345,17.0,25,25,14014
112527,8.0,11,35,16840
104681,17.0,17,33,4243
113084,0.0,12,27,5606
108568,0.0,18,31,3328
121445,10.0,10,19,18323
114719,19.0,22,31,16607
115608,10.0,24,24,4275
113189,15.0,15,32,18443
105873,0.0,25,25,6689
103928,9.0,15,15,6028
123958,16.0,16,17,7982
104017,0.0,11,29,12302
124776,11.0,11,25,11445
117610,10.0,10,25,3224
110772,0.0,15,16,3854
100737,10.0,26,26,13539
122260,12.0,12,35,11891
120002,18.0,18,18,8617
105878,19.0,19,29,15090
107920,13.0,13,28,2015
110037,10.0,10,21,6135
122635,18.0,18,18,8915
104038,14.0,14,32,2164
112068,7.0,11,11,5789
123914,18.0,24,24,7662
119269,2.0,6,29,16914
118070,4.0,26,26,1295
122791,6.0,12,12,2126
119092,18.0,18,24,7353
104618,18.0,25,25,11498
105670,12.0,19,23,5906
122175,7.0,19,19,4507
109199,6.0,19,34,2951
124303,7.0,11,28,9364
121666,14.0,22,35,2885
103694,19.0,29,33,6479
102690,17.0,21,35,6745
115873,7.0,23,23,15743
116898,2.0,20,20,19331
118873,6.0,17,17,15701
114736,14.0,14,27,18281
102152,3.0,27,36,12656
124553,9.0,20,20,12351
102730,3.0,13,35,2039
122350,12.0,25,25,10986
107408,13.0,24,24,12247
111172,19.0,19,28,5030
124047,7.0,26,26,17807
103129,15.0,22,35,14161
105742,4.0,23,37,2220
114385,8.0,8,38,6238
120322,4.0,18,39,9972
102405,13.0,13,30,19440
110780,2.0,23,36,6768
109781,13.0,26,38,6486
120448,7.0,21,21,6230
119462,12.0,24,24,2085
108774,11.0,26,26,7486
103112,19.0,19,19,2075
102086,6.0,29,37,3301
115630,2.0,17,21,5425
108861,8.0,17,17,18361
102422,0.0,25,25,19698
108266,12.0,22,22,19377
103837,8.0,27,27,5584
114756,10.0,28,28,17165
111885,11.0,18,31,10183
120780,0.0,28,38,19301
101506,2.0,12,26,6468
109995,9.0,23,33,1094
111362,10.0,22,39,14299
101445,10.0,10,18,3989
118518,8.0,24,38,18554
112234,1.0,11,37,17110
117073,17.0,17,20,9488
116980,14.0,15,15,5760
124150,11.0,16,30,14685
101151,17.0,23,36,18765
123424,9.0,9,28,9136
114431,17.0,21,21,4396
119644,11.0,11,25,5778
110949,16.0,20,31,14468
122130,19.0,19,35,4802
117871,7.0,10,17,2873
109423,19.0,19,19,2649
109370,8.0,11,26,2604
117955,10.0,10,36,14844
123431,14.0,14,23,13683
113127,18.0,18,27,16633
115996,2.0,8,33,16078
119314,13.0,13,32,10586
108116,19.0,24,36,1155
112365,7.0,13,15,2294
100922,19.0,19,34,7726
101797,7.0,22,22,13141
122967,2.0,25,28,14651
122808,4.0,25,36,4866
102328,14.0,22,34,11549
106089,16.0,16,36,14170
120493,9.0,25,29,14547
106360,2.0,21,37,19904
112236,15.0,17,17,14458
103537,4.0,15,21,15977
117753,4.0,5,33,9128
107372,1.0,7,26,10692
120429,4.0,27,27,1818
102163,6.0,16,30,9092
119362,17.0,17,17,4120
107049,9.0,27,27,5107
123660,16.0,26,39,3492
112907,5.0,12,33,7038
123609,9.0,23,23,3004
118621,8.0,9,28,18448
114057,17.0,28,28,7031
105521,4.0,27,27,5048
114270,12.0,22,39,13236
113341,19.0,19,26,19065
120908,13.0,24,32,8189
116943,2.0,17,19,19151
101778,16.0,21,32,5119
111617,1.0,21,39,16756
121244,0.0,12,24,5523
121526,12.0,12,18,7495
111967,4.0,12,13,18506
122397,14.0,14,31,3399
102847,0.0,25,25,10564
122752,5.0,28,28,12165
106584,8.0,9,25,5137
117864,6.0,13,27,4762
123735,19.0,19,21,5383
102096,15.0,15,37,16669
105456,11.0,11,33,13631
121415,9.0,23,23,15568
104974,19.0,29,29,1908
124902,19.0,19,34,7930
113132,7.0,26,34,9053
101357,17.0,27,28,18778
102205,18.0,26,37,1051
109281,17.0,27,27,13154
114981,2.0,9,15,16332
114953,19.0,19,22,9369
114196,8.0,24,28,5478
102081,6.0,22,22,6841
122695,6.0,13,39,6442
116293,4.0,18,34,18481
101226,8.0,8,17,1536
114078,9.0,26,26,2769
122665,18.0,18,20,18988
108793,19.0,29,29,18270
121551,11.0,16,16,15299
104623,19.0,23,23,18553
119239,8.0,11,29,8390
114374,12.0,12,32,5866
121834,17.0,24,27,9956
119022,10.0,20,38,8015
118435,19.0,19,29,10469
122501,9.0,9,18,1690
102379,7.0,22,22,13666
115852,4.0,20,20,17032
113762,8.0,8,18,13469
119290,19.0,19,23,4254
113472,9.0,27,27,10460
114174,16.0,16,18,9589
110327,0.0,27,34,15325
102668,11.0,13,37,6811
107124,7.0,18,18,3271
118357,12.0,12,18,5656
120355,19.0,24,25,3579
119791,17.0,17,34,3836
110553,4.0,7,25,18068
117615,12.0,21,21,1152
120955,16.0,19,19,3913
119171,0.0,17,34,12221
109623,1.0,5,29,15757
100657,5.0,15,26,10338
110931,13.0,15,34,19156
121167,18.0,19,27,14430
102385,10.0,18,21,19404
107760,12.0,24,29,9392
110599,6.0,21,21,15360
107167,11.0,24,24,6380
124769,5.0,20,30,1795
108203,9.0,16,16,17263
105143,19.0,26,26,15830
107827,0.0,11,19,8680
117254,5.0,28,28,18363
101060,14.0,14,35,12598
108401,16.0,28,28,5969
104881,19.0,19,26,8231
115286,18.0,18,18,13278
113140,7.0,7,35,5036
115479,17.0,25,30,11475
124808,12.0,17,33,13077
118889,0.0,9,16,17306
111909,12.0,28,35,19331
111629,13.0,29,29,16739
112935,14.0,14,24,2312
121912,3.0,14,33,8928
109585,5.0,23,23,3553
100869,9.0,23,23,5567
103504,2.0,9,34,11270
113105,8.0,21,22,7028
118633,17.0,29,38,5776
106269,2.0,16,22,12966
104582,16.0,29,29,16670
120781,16.0,16,18,12151
109198,12.0,20,20,10714
118151,18.0,29,30,14147
102643,8.0,22,23,18794
115714,2.0,17,24,1004
113783,9.0,17,25,17621
123982,7.0,14,26,14193
110382,5.0,7,36,2524
121272,4.0,27,31,14549
108275,18.0,18,34,13527
106032,5.0,15,39,18136
107493,18.0,25,34,18980
115236,4.0,13,37,12840
111471,14.0,14,19,12966
101441,15.0,15,37,16355
120374,3.0,18,30,2491
115346,16.0,16,30,10587
108336,3.0,20,37,7725
121509,14.0,14,23,1402
112783,16.0,17,17,8705
104953,9.0,15,25,10888
123932,7.0,19,29,3052
124357,15.0,27,39,3084
123486,5.0,9,33,6962
111693,5.0,9,23,12160
111523,18.0,22,35,9969
102954,2.0,11,32,13662
111226,0.0,27,27,17058
100907,4.0,15,15,2964
103831,14.0,23,23,4646
110232,9.0,17,28,19040
123318,9.0,14,24,10380
105417,0.0,16,35,15214
106241,2.0,11,20,12407
115503,18.0,18,18,4744
119967,15.0,15,15,12964
116486,13.0,21,39,6132
106662,16.0,16,23,11716
119114,1.0,8,21,14682
120377,1.0,6,22,12297
124250,8.0,19,34,16666
105619,12.0,14,14,3185
121817,14.0,14,39,10632
108167,13.0,23,31,8805
105850,8.0,26,26,8564
116316,,23,23,2356
113760,13.0,21,25,9845
103415,9.0,9,12,9120
114731,4.0,5,38,18217
122483,16.0,16,27,4425
115171,1.0,15,15,14068
106790,15.0,16,26,13348
104684,9.0,13,35,16532
117018,13.0,13,16,12360
111676,8.0,21,21,8922
120403,19.0,22,22,9640
113326,5.0,7,11,10282
109419,18.0,23,28,7418
120609,3.0,8,31,9328
118957,12.0,29,29,7123
119458,2.0,20,20,2337
124443,0.0,20,24,12072
124596,14.0,22,22,12150
124023,16.0,16,16,13027
116284,11.0,11,32,3674
118171,3.0,19,19,5747
118939,13.0,13,13,6374
101339,10.0,11,25,7332
111187,16.0,16,16,19072
106363,7.0,7,16,8616
123154,13.0,13,36,2408
110418,3.0,21,22,14891
123755,1.0,28,28,6441
102428,16.0,16,18,17994
113504,8.0,24,35,18586
117940,18.0,18,18,14424
103324,8.0,8,17,7623
113595,17.0,27,27,15200
100405,3.0,14,23,9427
121059,16.0,22,26,5064
110479,17.0,17,29,17229
103698,16.0,16,35,9670
118241,1.0,22,22,4888
120785,6.0,7,11,10498
120256,14.0,19,35,1619
105160,9.0,19,37,16044
123875,9.0,9,19,3505
105361,16.0,23,26,12221
103967,6.0,20,35,9630
120367,17.0,23,36,7084
100164,7.0,13,34,6490
112591,16.0,29,29,3080
107216,6.0,18,30,17235
114614,9.0,15,39,17493
121803,10.0,19,19,16898
124890,18.0,18,31,17190
119941,12.0,12,23,19863
121628,19.0,26,26,19502
106984,11.0,13,28,18701
103208,14.0,14,28,6809
109464,5.0,9,24,5841
110979,10.0,15,33,14112
119401,5.0,22,30,9788
111853,8.0,12,16,9780
124952,11.0,29,39,15989
108738,7.0,7,16,18751
124831,19.0,19,19,17265
114404,10.0,22,22,14956
119765,7.0,11,20,1456
110712,3.0,16,16,8402
101550,0.0,5,29,15549
111100,3.0,17,17,1440
103307,12.0,12,28,7008
116490,0.0,17,39,7627
111388,6.0,21,35,11541
121036,9.0,12,12,12948
120439,16.0,19,32,14645
103076,10.0,10,39,3043
110211,1.0,17,39,1931
110075,7.0,17,17,7691
123401,3.0,9,17,15682
116349,15.0,25,25,18697
106865,7.0,8,18,11124
120624,14.0,28,28,14209
102183,9.0,9,26,1413
103999,8.0,23,24,3390
113856,13.0,13,34,9688
111857,1.0,28,28,17614
113259,15.0,20,30,12109
124179,9.0,17,17,7823
111043,14.0,14,14,3489
108944,16.0,16,16,14142
123535,12.0,18,18,15297
122904,6.0,28,36,6462
101044,13.0,18,38,2905
109768,12.0,18,28,13557
103256,11.0,18,18,6909
105037,13.0,13,27,12146
114357,7.0,7,23,17519
117089,4.0,6,11,5370
116961,13.0,19,29,18373
112956,11.0,11,35,17747
112297,6.0,15,39,19024
124224,14.0,27,27,1455
123849,18.0,27,27,16652
112932,14.0,21,21,8937
124295,14.0,14,14,3260
102441,7.0,17,18,9848
111315,4.0,21,37,14163
107532,9.0,12,34,6916
100693,19.0,20,20,4752
113625,0.0,27,27,5622
118868,10.0,13,33,4813
104792,11.0,24,24,19396
124506,17.0,17,39,17915
114280,3.0,15,36,18852
101440,9.0,17,17,12545
103938,10.0,16,17,7180
106595,18.0,21,33,9320
115891,15.0,15,32,10994
115959,2.0,5,25,8591
107358,16.0,16,33,3668
121238,1.0,17,28,17756
109379,6.0,29,29,8090
107326,17.0,27,27,8403
116569,4.0,29,29,16170
115073,1.0,27,27,18212
114745,14.0,14,38,16417
123239,11.0,29,29,17196
118833,9.0,21,25,8996
103374,7.0,19,33,6131
106900,8.0,18,27,6355
110217,13.0,14,14,3846
120163,1.0,25,39,12043
121607,4.0,13,22,6211
115926,7.0,26,26,3500
116416,0.0,12,38,11645
115730,16.0,26,26,13406
116905,12.0,26,36,11461
124628,6.0,14,14,16438
105830,1.0,21,28,13449
111525,18.0,24,30,3185
113892,18.0,23,31,12234
101818,8.0,29,29,7570
116286,7.0,22,34,13726
122610,6.0,15,21,7183
114951,10.0,25,29,4189
107305,10.0,27,31,14607
112445,8.0,9,10,1813
114672,13.0,13,18,7282
103392,10.0,16,21,11006
101994,3.0,6,10,1057
108607,1.0,22,39,2532
107060,15.0,15,38,1211
112794,12.0,12,12,9115
105414,7.0,18,25,9270
113186,12.0,21,21,14202
103233,4.0,18,37,1269
108800,13.0,20,31,4637
124935,1.0,25,25,5420
112974,9.0,29,29,14933
116510,13.0,20,20,17616
104208,1.0,13,24,10999
121518,0.0,14,14,11357
112862,14.0,15,31,15146
100181,2.0,27,27,2243
122125,14.0,23,23,18163
123273,16.0,28,29,15708
117338,18.0,18,18,17995
123118,15.0,28,31,6016
123434,15.0,21,25,10870
107670,5.0,21,38,7633
102257,12.0,12,25,17314
124706,10.0,27,27,10981
123133,5.0,8,30,10661
101292,4.0,14,16,10659
122430,9.0,20,38,12701
104581,13.0,29,30,2610
105560,14.0,20,25,8688
109295,13.0,19,19,11518
114735,0.0,20,24,17949
108502,6.0,14,38,3076
108219,15.0,15,15,18674
123872,11.0,19,19,2807
121041,8.0,8,17,7684
117221,8.0,13,33,4799
123885,8.0,16,35,2490
105816,6.0,27,37,12117
116430,15.0,25,25,9111
116402,0.0,20,21,9748
116376,17.0,17,29,13398
101898,12.0,29,29,16354
119446,10.0,29,35,12813
117019,7.0,16,27,7830
111532,16.0,16,34,2067
115053,1.0,14,29,2615
117263,9.0,26,31,16288
109422,12.0,14,27,1444
102935,2.0,17,17,4836
124840,4.0,10,28,14643
101642,7.0,12,22,3342
113359,7.0,7,13,9467
103978,13.0,13,22,4050
116436,10.0,12,23,7182
117965,17.0,19,21,10013
111292,5.0,26,32,13815
121112,7.0,21,29,13186
110946,10.0,13,19,16735
111648,11.0,16,16,4320
122704,2.0,25,29,6984
119120,12.0,18,26,14975
101731,18.0,27,36,17720
103340,9.0,9,13,9029
103099,10.0,29,29,7291
109751,9.0,18,18,3305
106351,3.0,20,34,4325
113555,12.0,13,35,4461
116317,6.0,9,19,15436
118108,11.0,13,21,3160
112376,11.0,11,19,15032
119748,1.0,24,24,7981
104731,14.0,17,33,13185
124898,5.0,19,19,17031
101831,0.0,25,25,14911
115980,19.0,21,36,9278
108757,0.0,17,37,17663
103842,3.0,17,28,11380
112605,7.0,24,24,3066
116786,2.0,10,25,8237
104804,10.0,10,15,12881
106552,4.0,29,35,10920
111256,12.0,13,27,2389
116271,2.0,16,16,18956
117878,5.0,11,27,9329
110492,19.0,19,19,7136
107431,17.0,17,22,14745
107081,4.0,29,29,12144
117503,11.0,11,17,18563
103348,8.0,17,17,12855
100478,12.0,22,35,4166
121613,9.0,27,36,4648
101179,18.0,28,28,9770
101022,12.0,21,21,4386
120065,19.0,19,22,6442
120895,0.0,23,29,1898
109173,5.0,27,27,15910
111787,1.0,6,33,11039
120111,17.0,19,19,9125
124817,11.0,23,23,3635
106087,1.0,9,18,5996
101619,4.0,11,35,2837
123381,16.0,16,34,6206
121347,9.0,16,31,19066
119577,15.0,18,33,8623
123225,17.0,19,26,10889
103422,1.0,7,18,5614
114645,16.0,16,31,14329
111045,10.0,10,29,3842
107873,11.0,24,32,16375
110247,1.0,19,39,6513
112522,16.0,16,21,6899
109080,5.0,22,29,9153
100080,11.0,26,32,5213
116168,10.0,28,31,19123
120644,12.0,26,28,6142
113649,11.0,24,27,13699
116538,3.0,11,39,13185
124491,2.0,12,12,16193
122069,16.0,26,30,13532
108348,15.0,27,39,12484
123414,16.0,16,16,18940
120812,4.0,28,28,13157
119361,2.0,8,26,9784
108842,0.0,5,18,17511
105860,15.0,21,33,12544
100669,17.0,22,22,4986
101371,18.0,23,23,1416
102456,12.0,12,31,19503
120622,16.0,16,21,15941
114623,3.0,15,23,17014
106709,17.0,17,17,5418
106787,12.0,25,33,12466
120157,11.0,27,27,3708
112922,5.0,16,18,1118
115118,14.0,14,36,15259
106188,2.0,15,18,18051
102537,6.0,13,21,6347
119807,14.0,14,23,10003
121287,15.0,15,29,10650
101983,12.0,22,25,14545
108562,7.0,16,39,2880
115885,3.0,9,17,10755
115562,12.0,12,12,15824
103491,1.0,10,11,5373
111800,9.0,25,36,2360
124498,16.0,24,35,11882
104465,6.0,21,21,5157
124486,11.0,13,19,14330
117907,3.0,29,29,3588
105219,12.0,12,19,7609
116487,13.0,13,22,7633
101043,3.0,18,18,1139
100551,11.0,24,24,12880
124410,14.0,23,23,8223
103809,8.0,8,39,12007
120149,6.0,12,12,16984
113810,6.0,15,15,15970
109679,6.0,25,25,6944
114907,7.0,14,37,5280
116827,8.0,8,20,1578
117112,9.0,16,25,16830
102331,5.0,22,26,14704
100319,8.0,20,28,11604
112003,2.0,6,17,8250
100264,0.0,16,37,12844
111784,11.0,11,23,1350
121118,0.0,29,30,6176
105939,7.0,18,25,17095
124670,10.0,19,19,3615
107527,17.0,17,35,8603
123567,17.0,17,17,5366
124285,0.0,28,28,14300
115847,6.0,24,24,1423
123680,1.0,20,31,15967
116829,12.0,12,15,5845
104108,5.0,18,26,3576
119303,6.0,29,35,1291
106816,16.0,16,17,7484
121198,18.0,18,26,16041
103145,18.0,18,22,5140
117150,18.0,19,34,11145
121293,12.0,29,38,13601
102677,15.0,20,21,16944
121940,12.0,22,22,16349
123824,17.0,17,36,6873
119859,3.0,16,16,12866
114550,14.0,27,27,16120
102797,12.0,26,26,3546
121269,10.0,10,15,17202
123058,10.0,27,30,9465
110154,13.0,13,25,19751
124123,18.0,26,38,14188
112836,11.0,27,27,5775
121423,2.0,22,39,3960
117554,6.0,11,26,14747
114030,17.0,20,26,2608
124606,17.0,17,17,7707
119437,14.0,14,26,18636
110660,14.0,14,14,13037
124717,1.0,15,19,15300
112265,14.0,18,21,18045
116127,16.0,16,24,10655
112204,14.0,27,29,17557
123964,7.0,16,39,8272
110774,3.0,13,13,18561
116794,1.0,8,39,19916
