Client_ID,Total_Enquiry_6m_In,Total_Enquiry_1y_In,Total_Enquiry_2y_In
103996,7.0,18,34
121876,7.0,12,17
101443,9.0,11,15
107832,3.0,17,17
102843,11.0,11,19
100655,7.0,14,15
122797,12.0,12,12
114955,10.0,10,11
114696,12.0,13,27
107870,12.0,18,27
113911,10.0,16,16
106125,11.0,20,20
119234,13.0,13,13
114442,11.0,11,14
120119,9.0,9,9
119543,5.0,7,28
123043,9.0,9,9
117441,7.0,13,24
100864,7.0,15,21
112734,5.0,24,24
122970,14.0,15,32
103739,10.0,17,17
105972,8.0,14,18
107568,3.0,12,14
103776,1.0,8,20
103590,2.0,23,23
105435,8.0,8,13
120313,12.0,13,16
103830,8.0,17,17
118126,0.0,17,17
107574,2.0,4,34
101551,0.0,4,7
116861,10.0,10,27
108138,11.0,24,26
114059,5.0,13,13
106060,5.0,5,7
119690,0.0,13,13
116762,11.0,15,27
109692,9.0,23,32
101104,11.0,24,24
101411,5.0,8,14
107731,14.0,21,32
119360,11.0,11,30
107539,9.0,20,20
117534,,24,24
103362,5.0,10,21
111486,13.0,22,22
104856,0.0,8,8
122093,1.0,7,21
104710,12.0,12,21
107863,0.0,11,17
124090,10.0,22,31
117014,12.0,15,15
121052,5.0,16,16
118663,8.0,10,22
104389,0.0,17,33
100904,14.0,20,20
112736,10.0,15,30
107392,2.0,13,21
116288,14.0,14,14
112787,10.0,12,24
103184,9.0,14,29
123670,8.0,8,12
113905,11.0,11,11
112646,11.0,24,29
124977,6.0,24,31
123892,5.0,6,29
111842,1.0,19,30
100091,1.0,22,22
115718,12.0,16,33
109655,12.0,12,12
123697,1.0,23,23
122614,14.0,23,23
108463,9.0,9,18
123151,13.0,16,16
118871,0.0,11,16
107800,14.0,14,30
113686,11.0,24,24
112788,7.0,7,19
113560,5.0,5,18
117551,0.0,15,27
109909,1.0,21,33
107873,14.0,22,26
112937,0.0,7,27
105099,14.0,14,24
111191,6.0,20,20
112009,10.0,17,17
122267,11.0,22,22
120679,6.0,16,16
102179,9.0,24,24
104005,7.0,15,29
100693,9.0,12,26
121152,1.0,17,23
105590,3.0,21,27
106327,4.0,16,19
101016,9.0,19,24
117788,12.0,12,33
119092,6.0,24,24
110349,2.0,3,14
123419,5.0,16,16
119610,13.0,13,13
116290,9.0,9,17
104444,5.0,12,12
107424,6.0,8,28
108030,13.0,18,18
120438,8.0,13,13
122817,0.0,6,21
110264,4.0,20,20
108048,0.0,18,29
111461,12.0,12,31
102562,6.0,12,12
101988,10.0,10,21
110118,9.0,9,9
109124,2.0,17,17
110063,4.0,7,13
123489,6.0,15,18
106055,2.0,22,25
110360,3.0,19,19
113354,0.0,7,16
120912,2.0,21,34
107759,5.0,13,33
118210,5.0,12,13
100776,6.0,22,22
106110,5.0,8,8
124512,14.0,14,15
106392,9.0,9,30
108670,2.0,13,13
101947,11.0,11,22
124501,8.0,9,11
111921,13.0,15,15
111167,2.0,11,14
100170,7.0,7,23
104580,1.0,3,11
112780,2.0,22,24
100612,1.0,9,10
118216,14.0,23,23
117681,9.0,12,12
108831,13.0,13,14
117967,13.0,13,23
103884,13.0,13,13
109366,4.0,11,26
104625,1.0,14,14
117668,7.0,24,24
105356,10.0,22,22
120737,0.0,3,9
118339,,9,27
116968,2.0,12,26
124816,12.0,22,22
120856,7.0,15,15
124869,7.0,19,33
100875,4.0,14,20
107425,4.0,8,20
101320,1.0,3,8
106097,4.0,23,34
120714,12.0,19,27
118981,7.0,17,17
120328,5.0,23,23
122667,3.0,8,19
116294,14.0,16,22
107822,10.0,14,15
124225,0.0,20,20
115274,11.0,13,13
118465,4.0,24,24
102548,12.0,12,12
123596,11.0,11,11
108771,2.0,6,6
115669,4.0,21,29
105068,7.0,18,18
100830,10.0,16,24
118508,8.0,10,15
103326,3.0,7,23
122224,5.0,20,22
122580,4.0,23,31
112829,8.0,10,19
107907,6.0,20,20
104930,6.0,6,12
104159,1.0,11,12
117708,1.0,3,23
104583,2.0,11,31
123473,0.0,8,12
124629,2.0,10,10
118758,2.0,3,12
116439,4.0,17,29
112659,9.0,9,26
118986,5.0,10,28
100293,6.0,6,11
123752,4.0,8,10
124708,5.0,9,28
116054,6.0,7,16
102106,8.0,14,14
101395,2.0,24,25
116142,14.0,14,14
115838,0.0,5,31
106350,11.0,18,18
108861,14.0,14,32
124923,10.0,10,22
119026,7.0,12,24
110534,2.0,17,17
104329,7.0,7,21
119532,10.0,10,30
116595,9.0,11,17
101682,14.0,14,19
116920,4.0,24,25
116438,2.0,12,12
106749,12.0,12,25
114940,12.0,12,22
109187,7.0,8,9
121834,7.0,16,19
103341,3.0,19,26
101985,4.0,8,20
124229,7.0,16,16
123317,11.0,11,25
101871,4.0,24,24
107276,3.0,15,15
105243,14.0,14,14
107355,8.0,12,23
103584,6.0,19,19
119744,7.0,21,32
123522,14.0,14,30
104358,12.0,21,21
100686,,14,21
107321,8.0,21,21
105909,9.0,12,12
112496,14.0,19,19
105453,1.0,14,24
111193,12.0,12,12
121455,7.0,13,31
112593,8.0,8,29
124385,12.0,12,32
106132,12.0,12,24
115323,11.0,11,19
122500,2.0,9,22
118028,12.0,20,34
116327,0.0,4,29
124126,2.0,3,14
110767,8.0,16,30
119938,5.0,12,17
108127,0.0,14,22
102268,8.0,23,32
124560,7.0,14,14
120144,2.0,7,8
102322,1.0,5,33
114689,14.0,14,32
122260,7.0,19,23
111482,7.0,16,16
109036,2.0,7,26
115853,11.0,12,24
115760,1.0,4,29
117840,8.0,20,20
114497,2.0,6,16
111076,12.0,12,18
101757,1.0,22,30
115138,3.0,3,28
111829,2.0,5,19
106026,4.0,12,31
108957,10.0,10,16
113703,11.0,24,24
106720,11.0,11,29
104094,13.0,13,20
119498,6.0,13,13
101620,1.0,9,9
123074,12.0,12,12
103611,0.0,8,11
114288,6.0,12,12
105691,9.0,17,28
103792,12.0,20,24
118790,10.0,22,29
119366,12.0,19,19
113299,6.0,19,19
114005,9.0,12,12
119788,8.0,8,13
123096,14.0,18,34
115958,11.0,11,11
119720,10.0,17,22
104046,6.0,8,8
104736,1.0,22,22
101219,8.0,19,24
115557,7.0,7,19
101968,11.0,11,28
100504,13.0,17,32
121006,1.0,20,24
114323,2.0,14,22
104371,5.0,14,14
101706,1.0,6,30
114257,4.0,9,33
102689,13.0,13,24
120829,11.0,17,26
112823,10.0,24,24
115209,2.0,17,18
111492,3.0,4,23
108519,8.0,9,9
123707,11.0,13,17
121502,6.0,20,20
103545,4.0,9,33
115498,13.0,13,13
103561,4.0,9,18
111133,10.0,11,25
104833,8.0,8,20
107390,14.0,19,30
117664,2.0,6,22
121978,11.0,13,19
118680,2.0,13,19
106414,13.0,15,32
124177,0.0,17,17
100428,1.0,23,33
115909,0.0,6,17
102862,13.0,13,28
103197,11.0,13,17
113143,14.0,14,27
111326,3.0,24,25
112115,4.0,17,30
116552,5.0,8,26
107054,7.0,7,18
118487,1.0,23,23
114377,0.0,5,29
106591,2.0,3,31
124961,7.0,23,25
104468,7.0,11,16
102145,2.0,11,20
106341,12.0,12,27
110536,9.0,9,9
100418,12.0,12,19
108796,4.0,16,25
103791,13.0,13,20
102078,3.0,11,12
106168,11.0,22,22
124953,3.0,13,13
113488,3.0,22,22
101576,1.0,21,21
115634,2.0,4,7
111819,0.0,19,30
111163,13.0,23,23
110689,9.0,12,26
118564,7.0,19,22
103793,5.0,19,34
113945,4.0,11,11
124193,11.0,11,23
111632,8.0,22,29
115390,2.0,4,8
110752,11.0,20,33
110325,12.0,15,15
115170,11.0,19,19
113829,10.0,10,18
107111,2.0,19,23
101572,13.0,13,31
109443,5.0,13,22
103848,11.0,14,28
107705,4.0,22,22
123006,12.0,12,25
113202,12.0,20,20
103137,9.0,11,27
111198,9.0,23,23
111460,10.0,22,28
115038,5.0,20,20
110610,10.0,15,19
114556,2.0,9,15
113494,2.0,24,24
102781,,11,30
100989,10.0,20,26
124927,9.0,9,20
123157,0.0,24,29
117459,3.0,20,21
110151,12.0,21,21
123320,3.0,21,21
101081,5.0,21,21
123334,2.0,17,31
113593,11.0,22,22
111796,10.0,10,21
100012,8.0,9,13
104943,8.0,8,30
102863,13.0,13,21
105957,13.0,24,34
123127,7.0,20,28
122377,9.0,9,9
102646,11.0,14,14
104142,10.0,10,24
118967,0.0,11,18
118581,9.0,12,34
100277,14.0,15,15
121883,5.0,9,30
117280,6.0,24,29
116090,8.0,20,34
112355,14.0,18,18
111699,0.0,22,25
104009,1.0,22,23
100586,13.0,17,17
120492,8.0,24,24
101334,3.0,3,22
107765,14.0,24,24
101958,4.0,21,30
120726,12.0,20,34
102436,14.0,14,32
105848,10.0,17,17
122617,14.0,21,32
102782,9.0,14,14
104932,12.0,13,28
108793,14.0,14,26
105937,7.0,9,29
119290,4.0,14,19
120455,6.0,18,27
119520,5.0,5,6
113319,5.0,21,21
118658,11.0,24,24
117522,12.0,19,19
113077,1.0,22,22
124862,1.0,16,19
101159,0.0,20,20
103596,4.0,16,25
110712,5.0,12,12
124479,12.0,12,33
106330,5.0,13,20
121377,14.0,24,32
120734,1.0,21,28
122052,6.0,9,12
113308,11.0,20,26
105536,12.0,12,12
115403,11.0,11,11
112833,8.0,23,23
117342,1.0,23,24
120645,12.0,24,27
104182,11.0,22,22
110366,13.0,13,13
100461,3.0,15,15
121541,14.0,14,20
107045,3.0,15,18
122370,7.0,7,31
113300,9.0,19,19
114485,3.0,3,26
112205,5.0,6,28
121645,0.0,16,16
114365,3.0,12,22
101666,7.0,7,17
122557,4.0,9,9
113982,14.0,22,25
100633,4.0,7,13
122784,8.0,8,8
120872,2.0,13,13
107260,9.0,9,22
122486,10.0,10,10
106811,2.0,14,24
117991,5.0,21,21
112083,5.0,20,34
104526,8.0,8,24
108891,6.0,11,11
107432,13.0,13,16
118831,11.0,22,22
107295,12.0,24,24
121447,,5,14
121141,10.0,14,26
122762,7.0,11,23
117307,10.0,18,18
123040,7.0,8,8
121071,9.0,10,23
120881,1.0,15,25
103542,13.0,13,13
103606,8.0,9,10
103668,2.0,15,15
123984,13.0,13,18
103864,3.0,16,16
124275,8.0,19,29
113460,14.0,22,22
117907,11.0,21,21
105619,10.0,14,26
120123,8.0,10,14
124020,14.0,14,26
101223,4.0,10,20
124381,9.0,13,13
102475,9.0,20,20
115201,13.0,18,18
118405,3.0,4,22
123386,2.0,24,24
111533,2.0,24,24
104757,9.0,20,30
116564,4.0,23,23
114430,7.0,23,31
114120,9.0,9,27
122298,2.0,19,19
108193,3.0,18,18
124035,4.0,5,16
113981,4.0,18,18
110131,0.0,18,18
101217,3.0,22,25
123877,11.0,11,13
105919,3.0,6,24
103646,13.0,21,28
118977,6.0,19,19
117490,14.0,17,31
116089,14.0,14,17
112688,4.0,21,21
121449,0.0,11,30
104197,8.0,22,22
100028,14.0,21,21
106730,1.0,4,12
123771,3.0,8,11
116742,11.0,11,13
114063,5.0,14,22
100540,10.0,19,29
115407,13.0,21,21
122300,10.0,21,21
111142,4.0,8,14
101630,10.0,11,22
113449,4.0,22,22
120419,6.0,6,27
117920,9.0,24,24
122090,4.0,15,15
119662,5.0,7,33
118592,14.0,14,14
121963,10.0,20,29
107638,4.0,11,28
114236,13.0,22,25
114252,13.0,22,22
107008,7.0,14,17
107717,13.0,13,25
108695,0.0,17,17
108101,12.0,12,12
100329,10.0,10,24
112701,11.0,11,22
104042,7.0,13,13
105124,3.0,9,9
107074,10.0,10,10
101244,12.0,19,19
106738,8.0,19,31
119745,12.0,12,19
101134,6.0,17,23
112515,10.0,10,25
108754,3.0,11,25
114657,11.0,11,13
104147,4.0,12,27
114247,1.0,4,14
122080,12.0,22,31
123132,8.0,18,18
108799,11.0,11,22
118850,4.0,22,22
105886,7.0,10,16
115695,10.0,19,29
119016,13.0,18,23
100663,0.0,15,22
123851,13.0,20,20
116791,14.0,14,14
105064,2.0,5,22
104016,11.0,19,19
121179,0.0,16,25
108213,5.0,21,25
121479,7.0,7,20
105208,4.0,16,18
121755,3.0,18,18
113210,14.0,14,14
100939,7.0,9,9
105127,1.0,8,29
109370,0.0,9,29
123685,0.0,13,13
118313,3.0,18,18
116637,1.0,17,17
109922,0.0,10,22
103334,1.0,11,11
112195,5.0,21,21
117153,2.0,20,20
105783,5.0,5,19
108220,11.0,11,24
109811,8.0,8,26
122523,11.0,20,20
122606,5.0,17,30
105627,13.0,22,22
110869,12.0,13,13
110505,3.0,9,31
123570,1.0,22,22
119785,0.0,9,33
101391,2.0,10,20
111184,14.0,14,18
101571,12.0,18,18
103319,0.0,4,19
124086,1.0,7,34
116325,6.0,7,16
115357,6.0,6,12
112925,5.0,5,26
109978,1.0,14,24
107957,10.0,20,20
107293,3.0,8,22
114747,6.0,14,33
115795,8.0,13,13
114132,3.0,13,13
100539,12.0,23,23
102204,13.0,19,30
124795,0.0,12,12
103817,13.0,13,13
121076,9.0,11,30
101225,6.0,7,31
115679,12.0,17,17
104560,0.0,6,31
107329,6.0,21,21
113423,9.0,11,29
100199,14.0,14,17
122916,11.0,11,17
115092,1.0,19,19
117847,5.0,19,19
100943,13.0,15,29
119491,5.0,15,15
100435,1.0,24,24
102697,2.0,5,20
123195,7.0,8,14
104780,10.0,17,24
120612,6.0,18,18
107058,13.0,22,22
114473,14.0,14,14
106148,1.0,21,21
119503,0.0,13,17
101587,3.0,24,31
106585,6.0,16,28
121217,6.0,23,33
111861,9.0,9,9
111485,3.0,9,20
121008,12.0,24,30
109703,7.0,7,26
105112,,20,24
113024,2.0,24,31
105482,10.0,16,16
117484,7.0,17,30
102490,1.0,18,29
105308,12.0,17,27
100880,9.0,18,18
120367,10.0,16,16
114047,5.0,18,28
117766,0.0,12,25
111726,12.0,18,18
124895,8.0,24,27
109015,10.0,12,32
112342,4.0,6,8
120571,10.0,16,29
113375,2.0,22,22
103620,5.0,20,20
101513,5.0,17,34
109741,11.0,15,15
120146,0.0,22,22
110861,5.0,5,23
119461,0.0,24,25
123550,8.0,10,30
107658,10.0,10,10
105995,7.0,23,26
120725,2.0,7,9
108293,7.0,7,22
106507,13.0,13,30
119433,4.0,7,7
112150,11.0,12,26
105801,11.0,16,16
103091,10.0,14,23
116700,5.0,5,29
101132,7.0,14,27
114529,10.0,10,10
101516,1.0,24,33
106489,7.0,13,18
109230,11.0,13,14
100465,0.0,24,24
124181,10.0,10,25
116941,8.0,8,28
118937,2.0,16,16
105805,10.0,10,10
109287,8.0,23,23
105636,2.0,4,34
124956,4.0,15,29
104061,1.0,15,21
107038,0.0,3,28
112371,3.0,23,32
113025,14.0,14,14
122442,9.0,16,23
119119,8.0,8,29
106612,11.0,11,26
123927,0.0,12,15
116226,7.0,23,27
112578,6.0,23,31
103567,1.0,20,33
104070,8.0,23,23
123319,11.0,22,32
119258,12.0,12,17
123875,8.0,17,20
102582,11.0,17,17
103641,7.0,9,11
123360,0.0,8,29
101675,5.0,5,16
124819,4.0,5,33
124844,12.0,15,21
118111,9.0,17,17
118869,1.0,14,16
103250,11.0,11,31
116818,11.0,11,25
104829,4.0,9,9
111544,10.0,16,16
118916,6.0,6,30
108561,14.0,21,21
117325,1.0,14,23
121926,12.0,12,26
121192,5.0,16,16
116903,11.0,11,26
104810,6.0,22,22
111936,4.0,21,21
114233,9.0,13,19
105863,5.0,21,24
110347,0.0,13,13
103153,10.0,15,22
103624,7.0,7,28
119130,13.0,13,21
112309,1.0,11,11
123491,13.0,13,19
120125,8.0,13,32
120440,0.0,5,17
120811,0.0,21,21
118227,12.0,17,34
114779,1.0,6,32
116270,7.0,9,9
115622,13.0,13,13
124344,6.0,10,10
103824,14.0,14,14
118560,12.0,22,22
107421,4.0,22,22
121327,9.0,12,33
122634,10.0,23,33
110114,2.0,20,20
109541,9.0,20,20
119093,7.0,23,23
117670,10.0,24,24
102979,11.0,12,21
107265,5.0,20,29
118108,4.0,9,9
102564,8.0,8,27
109215,11.0,16,16
114714,8.0,15,22
121882,7.0,15,15
118148,9.0,16,18
120012,2.0,5,32
111543,13.0,13,34
100956,2.0,6,20
124857,0.0,23,23
100148,5.0,16,16
116297,3.0,7,24
110363,14.0,14,14
121121,4.0,7,9
115172,7.0,7,7
124833,3.0,9,22
105347,3.0,22,22
121618,14.0,14,14
124081,2.0,8,18
119799,8.0,21,26
109192,4.0,23,23
120678,13.0,15,33
121014,4.0,11,12
106629,1.0,8,29
109497,4.0,12,20
111168,5.0,22,25
104420,12.0,12,12
107270,9.0,10,12
123152,12.0,15,15
108926,11.0,18,18
124929,14.0,16,16
102198,11.0,12,16
105517,3.0,10,33
102519,8.0,10,24
113819,3.0,19,19
124401,7.0,21,21
104397,12.0,24,24
118769,11.0,11,25
103444,0.0,16,34
111271,11.0,11,20
118589,9.0,9,27
103559,14.0,24,24
105139,11.0,11,15
111360,12.0,17,17
103795,5.0,23,32
124493,14.0,14,22
116533,7.0,11,19
123588,3.0,16,22
104920,13.0,13,13
111290,0.0,10,31
109719,0.0,15,21
123966,11.0,11,11
107577,0.0,3,7
107949,6.0,6,28
120860,10.0,20,23
115333,14.0,14,14
119708,4.0,14,19
106639,2.0,17,31
121336,14.0,20,20
112252,14.0,14,14
117976,3.0,24,24
120114,1.0,24,24
112340,2.0,19,19
103297,9.0,9,9
120320,13.0,13,13
123524,7.0,12,12
123872,12.0,12,28
107027,13.0,13,22
105540,13.0,16,24
124636,,9,9
114544,1.0,19,31
105159,4.0,22,22
106941,12.0,21,21
117151,6.0,14,14
101032,12.0,12,12
103464,4.0,20,29
106087,14.0,20,20
108994,10.0,10,12
116431,8.0,8,20
106432,9.0,9,26
119643,12.0,12,15
117769,13.0,24,24
112251,13.0,13,22
104613,,11,12
117608,2.0,11,22
111141,4.0,6,22
117362,14.0,22,22
106107,3.0,3,8
121764,0.0,5,18
118115,4.0,4,31
118649,13.0,13,13
123014,3.0,21,21
101007,14.0,21,33
104178,10.0,21,21
111409,14.0,15,30
111103,7.0,15,18
104790,4.0,13,24
104866,1.0,17,17
111683,3.0,6,32
118734,11.0,11,32
124223,1.0,24,30
119208,6.0,20,22
100180,5.0,22,22
112512,11.0,18,18
105893,1.0,16,20
103899,6.0,12,12
116219,1.0,16,16
106272,7.0,15,20
123376,2.0,6,27
119921,7.0,7,26
100849,12.0,12,30
113150,7.0,10,22
113219,11.0,11,34
105400,5.0,8,10
100326,,18,26
105640,6.0,12,12
116629,7.0,7,14
104323,12.0,12,12
117579,14.0,14,31
103156,5.0,24,31
101394,1.0,16,19
109631,14.0,14,27
116905,2.0,24,24
103009,5.0,9,15
112813,3.0,13,33
115817,9.0,20,20
123734,7.0,9,30
119437,7.0,23,23
124723,4.0,7,29
122529,3.0,21,21
124601,4.0,20,23
108959,7.0,7,14
100195,7.0,13,13
116942,4.0,4,23
112930,2.0,22,22
120965,9.0,14,30
123304,0.0,20,24
117166,1.0,22,22
120869,13.0,16,27
101009,2.0,5,19
109184,6.0,17,17
116646,10.0,10,21
105879,8.0,15,15
115130,1.0,17,23
123505,11.0,11,11
101076,10.0,19,25
111722,6.0,16,22
105781,11.0,11,18
122506,6.0,17,17
114792,14.0,16,26
104853,2.0,16,16
121248,2.0,8,25
110799,4.0,11,31
109857,9.0,17,33
117274,14.0,24,24
116510,7.0,13,34
116544,10.0,24,24
104597,12.0,20,20
115330,14.0,23,26
110465,5.0,13,13
104410,0.0,21,21
118200,11.0,15,15
110380,9.0,15,15
105006,11.0,24,26
104857,5.0,23,30
102852,10.0,23,23
102012,10.0,14,14
110581,10.0,22,34
111835,10.0,22,32
116838,10.0,10,10
124450,0.0,8,26
114373,14.0,16,28
123792,11.0,23,24
101239,1.0,20,20
117145,6.0,19,20
118362,2.0,7,13
111507,8.0,11,11
111953,5.0,9,33
101557,2.0,22,26
111773,11.0,24,24
111731,7.0,17,34
120339,1.0,9,15
114724,8.0,8,31
100577,5.0,7,9
117679,4.0,23,30
108375,12.0,12,12
124838,13.0,13,13
115060,7.0,8,27
122104,12.0,21,21
104676,7.0,24,24
124331,8.0,11,14
107018,14.0,14,14
115317,3.0,8,28
108395,1.0,3,22
105412,4.0,8,32
117594,11.0,14,20
113589,0.0,16,34
118834,2.0,16,29
107232,8.0,15,26
101275,11.0,18,21
114749,9.0,9,16
116759,0.0,12,33
119020,5.0,22,22
109612,14.0,16,27
119589,3.0,20,28
123018,3.0,21,23
120602,13.0,13,28
120486,8.0,22,22
104390,7.0,7,25
113721,7.0,7,21
115461,6.0,21,21
103495,13.0,13,31
122958,9.0,9,9
103535,,17,25
101167,2.0,4,34
114509,14.0,14,14
100220,4.0,8,12
111663,0.0,20,34
103363,2.0,20,23
121594,11.0,22,22
104644,4.0,24,32
114303,2.0,11,20
115367,4.0,21,29
122675,,6,6
108788,,13,13
112943,9.0,9,30
121602,3.0,21,21
122484,11.0,16,16
124551,4.0,7,10
111895,7.0,8,8
104603,2.0,22,25
105682,2.0,6,20
103252,14.0,16,28
100496,6.0,9,14
117012,10.0,20,20
113951,14.0,24,24
118324,8.0,8,15
114753,6.0,13,29
103369,11.0,22,22
106476,12.0,12,12
120549,7.0,17,18
101296,11.0,13,16
107238,7.0,19,19
104059,12.0,16,16
114700,6.0,22,22
104487,,17,17
118837,7.0,20,27
112247,12.0,12,12
121936,,16,18
122217,10.0,15,32
114420,4.0,8,32
112262,2.0,14,25
112836,4.0,5,11
108356,5.0,18,30
108964,14.0,14,29
115521,0.0,15,23
101550,10.0,19,19
121344,8.0,9,31
109848,13.0,16,27
112176,12.0,15,15
105982,6.0,6,8
117750,14.0,23,23
120031,3.0,23,23
104325,3.0,24,24
119574,8.0,22,22
106328,3.0,5,8
118899,8.0,20,32
122979,13.0,13,23
102324,11.0,20,22
117862,4.0,9,29
122368,2.0,16,18
107217,9.0,16,27
100511,1.0,19,19
109349,10.0,10,22
124625,,24,24
116929,12.0,18,18
117869,4.0,6,34
113735,3.0,24,24
102375,14.0,17,17
102382,5.0,6,28
107882,2.0,12,18
114090,9.0,9,15
100411,0.0,19,29
106642,2.0,14,14
101155,8.0,9,22
102418,12.0,21,21
109487,11.0,21,23
105589,2.0,12,14
120576,11.0,23,23
104315,3.0,19,25
111403,10.0,10,33
100841,3.0,5,9
117981,3.0,9,30
121281,1.0,14,14
112609,4.0,10,32
110187,12.0,17,29
108919,2.0,11,27
105625,12.0,14,28
113846,3.0,9,15
112460,13.0,13,25
114713,13.0,19,34
112029,7.0,7,18
117383,14.0,19,33
116265,7.0,17,17
105830,8.0,11,27
103618,11.0,11,11
113204,6.0,8,18
115032,4.0,13,30
122086,13.0,13,28
114190,10.0,16,16
106538,7.0,16,33
101692,0.0,14,14
118960,9.0,11,23
105097,2.0,21,21
118498,2.0,23,23
109542,12.0,14,20
117523,13.0,15,15
121127,14.0,20,34
109240,9.0,13,13
110763,3.0,10,17
104001,9.0,16,33
107418,7.0,16,16
123208,5.0,8,27
105115,14.0,14,28
102763,12.0,12,15
113706,1.0,22,33
122038,7.0,11,11
108748,12.0,12,31
115927,3.0,12,12
112528,3.0,22,22
101277,7.0,11,11
118331,0.0,24,24
117795,14.0,14,31
110695,5.0,9,9
108934,12.0,12,18
105917,3.0,19,19
101555,0.0,19,27
109449,1.0,7,31
123370,6.0,6,24
102596,14.0,23,32
123030,10.0,10,26
120222,14.0,14,24
105807,7.0,23,24
102685,3.0,11,11
110229,1.0,7,33
119671,6.0,23,31
112499,13.0,24,24
119516,8.0,18,28
116087,3.0,19,19
120656,10.0,10,25
119818,13.0,13,29
110594,7.0,18,18
122873,1.0,14,14
105940,3.0,9,16
104176,7.0,20,26
106818,8.0,20,20
100484,5.0,19,19
123755,0.0,18,29
116496,10.0,23,23
109764,2.0,13,13
118881,8.0,17,28
109338,8.0,24,24
116144,11.0,11,11
107639,11.0,11,12
112665,8.0,20,33
115836,13.0,13,13
112503,11.0,11,30
109106,0.0,4,16
101018,8.0,18,19
124485,0.0,8,27
122139,7.0,18,19
101100,9.0,20,20
107020,13.0,22,22
123217,4.0,4,23
100694,8.0,20,20
106977,3.0,24,24
116631,13.0,16,16
103682,11.0,20,20
120127,9.0,24,24
116172,9.0,9,31
100831,10.0,24,24
101164,6.0,11,27
112113,12.0,12,30
106921,7.0,19,19
108277,6.0,11,18
112216,9.0,18,18
121513,0.0,4,23
115980,0.0,4,19
116337,13.0,14,29
123057,10.0,13,13
120774,12.0,20,20
107601,10.0,20,28
112088,4.0,4,14
107168,14.0,20,20
110260,9.0,17,27
100224,3.0,15,17
119187,10.0,18,25
124735,8.0,24,29
124283,14.0,14,19
124330,13.0,16,16
114733,10.0,10,18
104939,6.0,9,34
118292,11.0,20,21
108187,8.0,8,22
121982,10.0,22,33
106429,9.0,15,15
105977,14.0,14,26
112643,14.0,14,14
111869,1.0,7,30
121549,3.0,22,22
110868,5.0,18,24
100029,4.0,11,12
103158,13.0,23,23
105016,12.0,12,23
112980,10.0,20,20
108414,8.0,20,20
103449,6.0,22,22
105035,2.0,21,33
124829,8.0,10,10
113063,8.0,23,30
111111,,18,24
111523,10.0,10,17
112902,7.0,7,9
117718,7.0,8,14
110236,14.0,19,34
113323,7.0,14,18
121708,14.0,18,18
117700,5.0,16,19
101544,12.0,12,17
124919,1.0,15,15
103029,6.0,23,23
120039,2.0,7,22
109148,8.0,11,28
124655,9.0,15,24
111380,11.0,24,24
116083,1.0,10,23
122055,12.0,20,20
119451,5.0,14,34
119081,6.0,24,24
101469,3.0,16,24
108013,0.0,21,21
110684,8.0,17,19
103913,3.0,21,21
122768,0.0,13,34
112114,9.0,9,12
104585,10.0,20,34
115607,9.0,22,27
113693,2.0,10,23
121527,2.0,21,21
115571,5.0,23,23
124859,4.0,5,13
122402,8.0,8,21
122441,14.0,17,18
122329,2.0,16,16
117481,9.0,15,23
104249,7.0,13,20
105515,12.0,12,26
103231,5.0,5,24
101054,3.0,4,11
107180,11.0,11,31
112586,,9,26
113188,9.0,11,22
121432,3.0,10,32
111530,4.0,4,18
111685,6.0,13,21
114731,10.0,20,25
117369,4.0,17,27
115462,1.0,22,22
102587,8.0,22,30
124697,8.0,8,26
115238,13.0,13,18
111630,2.0,7,7
102366,8.0,14,19
119175,11.0,20,20
118288,1.0,15,32
121941,8.0,20,22
106279,13.0,13,13
101902,5.0,13,33
120808,9.0,14,24
103376,8.0,10,23
115755,1.0,5,8
107858,5.0,20,20
119655,14.0,17,17
106062,14.0,18,23
114329,12.0,12,19
119321,13.0,19,31
120934,6.0,6,31
114620,5.0,6,6
108218,0.0,4,22
112585,6.0,14,31
109414,9.0,9,16
101826,6.0,10,16
109133,12.0,21,21
104473,,19,30
112611,13.0,18,24
116069,0.0,5,24
114611,10.0,16,22
101333,3.0,15,15
113729,10.0,18,18
106514,6.0,16,34
101293,14.0,14,14
119789,5.0,9,18
119935,9.0,9,16
117825,2.0,19,28
124138,8.0,18,18
118787,9.0,21,26
104904,0.0,23,23
122904,4.0,17,17
102310,2.0,12,13
118455,,13,25
102557,14.0,20,34
103136,7.0,13,15
118621,13.0,20,20
105189,3.0,10,10
109880,2.0,22,23
123796,3.0,23,28
117109,6.0,6,26
115163,14.0,19,19
115877,6.0,9,24
118697,9.0,9,23
105846,5.0,5,29
120360,12.0,22,22
105455,14.0,17,17
116522,1.0,23,23
123962,10.0,24,33
121724,12.0,12,34
122403,7.0,12,27
113962,10.0,10,10
100762,10.0,10,10
116860,10.0,16,25
108469,7.0,17,17
109261,14.0,14,14
106799,10.0,21,21
112215,10.0,10,10
116422,14.0,23,23
119905,5.0,5,23
119716,13.0,13,22
113351,12.0,18,18
118781,2.0,7,30
106393,8.0,21,24
100101,2.0,12,12
104823,8.0,9,16
118045,10.0,24,24
105956,14.0,14,14
111340,11.0,11,27
121738,3.0,15,32
124661,3.0,7,20
114094,13.0,13,27
102031,3.0,9,30
109685,2.0,14,27
101701,14.0,14,14
120995,0.0,3,5
